"Orijinal işlem isteği ile değişiklik işlem isteği aynı batch de bulunmuyor","Orijinal işlem isteği ile değişiklik işlem isteği aynı batch de bulunmuyor"
"Orijinal işlem isteği ile değişiklik işlem isteği aynı türde değil","Orijinal işlem isteği ile değişiklik işlem isteği aynı türde değil"
"Değişiklik yapılabilecek sure dolmuştur","Değişiklik yapılabilecek sure dolmuştur"
"Bu işlem numarası ile başka bir İşlem daha önce gerçekleştirilmiştir","Bu işlem numarası ile başka bir İşlem daha önce gerçekleştirilmiştir"
"Aynı işlem numarası ile başka bir işlem daha önce batch isteği için gerçekleştirilmiş","Aynı işlem numarası ile başka bir işlem daha önce batch isteği için gerçekleştirilmiş"
"Batch için hiç bir açık para tipi bulunmuyor","Batch için hiç bir açık para tipi bulunmuyor"
"Terminaller için açılmış batchler bulundu","Terminaller için açılmış batchler bulundu"
"Terminal havuzu yaratılamadı","Terminal havuzu yaratılamadı"
"Firma işlemi otorizasyon modülünde veritabanı hatası","Firma işlemi otorizasyon modülünde veritabanı hatası"
"İşlem isteği veritabanına yazılamadı","İşlem isteği veritabanına yazılamadı"
"Orijinal işlemi alırken veritabanında hata oluştu","Orijinal işlemi alırken veritabanında hata oluştu"
"Alışveriş sıra bilgisi veritabanına yazılamadı","Alışveriş sıra bilgisi veritabanına yazılamadı"
"LI hatası","LI hatası"
"Sorgu kontrolü hatalı dondu","Sorgu kontrolü hatalı dondu"
"Ekleme sorgu işlemi hatalı dondu","Ekleme sorgu işlemi hatalı dondu"
"Sorgu işlemi başarısız","Sorgu işlemi başarısız"
"Firma değerlendirmesinde veritabanı hatası","Firma değerlendirmesinde veritabanı hatası"
"Terminal kontrol hatası","Terminal kontrol hatası"
"Orijinal işlem bilgisi boş","Orijinal işlem bilgisi boş"
"İşlem alanları orijinal işlem ile aynı değil","İşlem alanları orijinal işlem ile aynı değil"
"Tutarda birden fazla hane ayracı var","Tutarda birden fazla hane ayracı var"
"Tutar binler ayracını içeremez","Tutar binler ayracını içeremez"
"Geçersiz tutar biçimi","Geçersiz tutar biçimi"
"Firmaya ait terminal bulunmuyor","Firmaya ait terminal bulunmuyor"
"Kredi Kartı numarası hatalı","Kredi Kartı numarası hatalı"
"Kredi Kart CVV2 değeri hatalı","Kredi Kart CVV2 değeri hatalı"
"Kredi Kartı son kullanma tarihi hatalı","Kredi Kartı son kullanma tarihi hatalı"
"Genel iç hata","Genel iç hata"
"Zorunlu alan eksik","Zorunlu alan eksik"
"Dahili hata","Dahili hata"
"Banka Host'undan döndürülen bilgi hatalı","Banka Host'undan döndürülen bilgi hatalı"
"Banka Host'undan döndürülen değerler hatalı","Banka Host'undan döndürülen değerler hatalı"
"Orijinal para kodu ile değişiklik işlemi para kodu farklı","Orijinal para kodu ile değişiklik işlemi para kodu farklı"
"Orijinal taksit sayısı ile değişiklik işlemi taksit sayısı farklı","Orijinal taksit sayısı ile değişiklik işlemi taksit sayısı farklı"
"Değişiklik işlemi tutarı ile orijinal işlem tutarı eşit olmak zorundadır","Değişiklik işlemi tutarı ile orijinal işlem tutarı eşit olmak zorundadır"
"İşlem devam ediyor","İşlem devam ediyor"
"Dahili hata, POS sıra numarası alınamadı","Dahili hata, POS sıra numarası alınamadı"
"XML mesajı olması gerektiğinden büyük","XML mesajı olması gerektiğinden büyük"
"Xml cevabı hazırlanamadı","Xml cevabı hazırlanamadı"
"Xml isteğinde gerekli parametreler bulunamadı","Xml isteğinde gerekli parametreler bulunamadı"
"Hatalı XML mesajı","Hatalı XML mesajı"
                                                                                                                                                                                                                                                                
"Insufficent permissions.","Tahsilat işlemi yapılırken bir sistem hatası oluştu. Bu hata site yönetimine bildirildi. Lütfen bir süre sonra tekrar deneyiniz."
